model,threshold,net_benefit_model
lstm,0.39606060606060606,0.1026818866031109
lstm,0.40595959595959596,0.13264835912259818
lstm,0.41585858585858587,0.14354487290333734
lstm,0.4257575757575757,0.1535224274406332
lstm,0.43565656565656563,0.16086719169500627
lstm,0.44555555555555554,0.15713426853707416
lstm,0.45545454545454545,0.16181135225375623
lstm,0.46535353535353535,0.1585131305497827
lstm,0.47525252525252526,0.1643358999037536
lstm,0.4851515151515151,0.156824602707475
lstm,0.495050505050505,0.1637247449489898
lstm,0.5049494949494949,0.16640073454397064
lstm,0.5148484848484849,0.18020612117426602
lstm,0.5247474747474747,0.20094048884165777
lstm,0.5346464646464646,0.21787605817234643
lstm,0.5445454545454546,0.2184830339321357
lstm,0.5544444444444444,0.21433915211970073
lstm,0.5643434343434344,0.20898446556920933
lstm,0.5742424242424242,0.20338078291814946
lstm,0.5841414141414141,0.19751032305076516
lstm,0.594040404040404,0.1913535705399353
lstm,0.6039393939393939,0.1848890589135425
lstm,0.6138383838383838,0.17809312058592727
lstm,0.6237373737373737,0.17093959731543626
lstm,0.6336363636363637,0.1633995037220843
lstm,0.6435353535353535,0.15544063474071973
lstm,0.6534343434343434,0.14702710580005834
lstm,0.6633333333333333,0.1381188118811881
lstm,0.6732323232323232,0.12867078825347764
lstm,0.6831313131313131,0.11863245138667516
lstm,0.693030303030303,0.1079466929911155
lstm,0.702929292929293,0.0965487929275756
lstm,0.7128282828282828,0.09177629264861065
lstm,0.7227272727272727,0.12147540983606567
lstm,0.7326262626262626,0.10449376652814507
lstm,0.7425252525252525,0.1319674382110632
lstm,0.7524242424242424,0.1328457772337821
lstm,0.7623232323232323,0.12359328516787083
lstm,0.7722222222222221,0.10853658536585373
lstm,0.7821212121212121,0.09256606397774686
lstm,0.792020202020202,0.08055123846527446
lstm,0.8019191919191919,0.06733554309026005
lstm,0.8118181818181818,0.05272946859903385
lstm,0.8217171717171717,0.03150141643059484
lstm,0.8316161616161616,0.01336532693461312
lstm,0.8415151515151514,-0.01703632887189277
lstm,0.8514141414141414,-0.04015635622025826
lstm,0.8613131313131313,-0.0665768390386014
lstm,0.8712121212121212,-0.10705882352941176
lstm,0.8811111111111111,-0.15261682242990637
lstm,0.891010101010101,-0.04613067655236336
lstm,0.9009090909090909,-0.012293577981651316
lstm,0.9108080808080807,0.01682332955832405
lstm,0.9207070707070707,0.00888535031847136
lstm,0.9306060606060605,0.037947598253275164
lstm,0.9405050505050505,-0.009040747028862484
lstm,0.9504040404040404,0.045
lstm,0.9603030303030302,0.015
lstm,0.9702020202020202,0.0
lstm,0.98010101010101,0.0
lstm,0.99,0.0
tcn,0.01,0.36353535353535354
tcn,0.0198989898989899,0.35736061012058123
tcn,0.029797979797979796,0.3560072878709006
tcn,0.039696969696969696,0.3546260650047333
tcn,0.049595959595959596,0.35321606972048036
tcn,0.059494949494949496,0.35177639351304907
tcn,0.06939393939393938,0.3503060892217519
tcn,0.07929292929292929,0.34380416895227645
tcn,0.08919191919191918,0.34226960186314737
